Category,MAE,RMSE,MAPE%,sMAPE%,R2,MASE,Is_White_Noise,PI_Coverage
N05C,7.437719129835413,8.939007258447432,34.64030956340599,44.89754490555446,-1.5420526651228315,0.0017646880905950325,True,0.5625
N02BA,20.09788232375313,25.09594907497937,35.14959470107667,27.525850961076554,-0.651620386372584,0.0031788500877839606,True,0.375
M01AE,17.825719078742853,27.330515721448453,20.587541909241793,17.171371774633347,0.1702766079483986,0.0006921055741940825,True,0.5
M01AB,23.633370506383972,33.82179357672864,25.475453547015984,17.700186151148312,-0.18191622779397054,0.000575142085985569,True,0.4375
R06,23.705899583880978,34.15380263276806,58.04783686683126,27.157395574025184,0.44841546056208903,0.0023459452173930804,True,0.5625
N05B,61.46104449767718,75.79605349579575,27.626628073382538,28.955459718599357,-1.2508006600439816,0.0012140896901452636,True,0.6875
R03,74.96060962793806,90.9548793568785,66.41488896902761,38.24400436142126,0.1651686941312952,0.0006164850713116393,True,0.1875
N02BE,175.40973284879954,303.5174272498426,33.77457844807517,19.881270354929644,0.08570135931603073,0.0004179726916748294,True,0.8125
